[ 2016-07-09T00:00:21+08:00 ] /QA/index.php/List/index/id/8 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ParseTemplate Behavior [ RunTime:0.020002s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020002s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:09+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.012001s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT `id`,`username` FROM `wl_index_user` WHERE ( `id` = 86 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.012001s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT DISTINCT  `ask_content`,`ask_time`,`answer`,`id` FROM `wl_question` LEFT JOIN wl_answer on wl_question.id=wl_answer.qid WHERE ( wl_answer.uid = 86 )  [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.011000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.011001s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT COUNT(*) AS tp_count FROM wl_question question LEFT JOIN wl_answer answer ON question.id = answer.qid LEFT JOIN wl_category category ON question.cid = category.id WHERE ( wl_answer.uid = 86 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ParseTemplate Behavior [ RunTime:0.025002s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025002s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:36+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT `id`,`username` FROM `wl_index_user` WHERE ( `id` = 86 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.013001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT DISTINCT  `ask_content`,`ask_time`,`answer`,`id` FROM `wl_question` LEFT JOIN wl_answer on wl_question.id=wl_answer.qid WHERE ( wl_answer.uid = 86 )  [ RunTime:0.000000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.010000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT COUNT(*) AS tp_count FROM wl_question question LEFT JOIN wl_answer answer ON question.id = answer.qid LEFT JOIN wl_category category ON question.cid = category.id WHERE ( wl_answer.uid = 86 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ParseTemplate Behavior [ RunTime:0.021001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run TokenBuild Behavior [ RunTime:0.001001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005001s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:37+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:00:38+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T13:00:38+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run CheckRoute Behavior [ RunTime:0.004001s ]
[ 2016-07-09T13:00:38+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --END-- [ RunTime:0.004001s ]
[ 2016-07-09T13:00:38+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T13:00:38+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003000s ]
[ 2016-07-09T13:00:38+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2016-07-09T13:00:38+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-07-09T13:00:38+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT `id`,`username` FROM `wl_index_user` WHERE ( `id` = 86 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT DISTINCT  `ask_content`,`ask_time`,`answer`,`id` FROM `wl_question` LEFT JOIN wl_answer on wl_question.id=wl_answer.qid WHERE ( wl_answer.uid = 86 )  [ RunTime:0.000000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.010000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010001s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT COUNT(*) AS tp_count FROM wl_question question LEFT JOIN wl_answer answer ON question.id = answer.qid LEFT JOIN wl_category category ON question.cid = category.id WHERE ( wl_answer.uid = 86 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run LocationTemplate Behavior [ RunTime:0.005000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --END-- [ RunTime:0.006000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ParseTemplate Behavior [ RunTime:0.028002s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028002s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowRuntime Behavior [ RunTime:0.003000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowPageTrace Behavior [ RunTime:0.003000s ]
[ 2016-07-09T13:00:39+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --END-- [ RunTime:0.003000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT `id`,`username` FROM `wl_index_user` WHERE ( `id` = 86 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT DISTINCT  `ask_content`,`ask_time`,`answer` FROM `wl_question` LEFT JOIN wl_answer on wl_question.id=wl_answer.qid WHERE ( wl_answer.uid = 86 )  [ RunTime:0.010001s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.012000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.010000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.011001s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT COUNT(*) AS tp_count FROM wl_question question LEFT JOIN wl_answer answer ON question.id = answer.qid LEFT JOIN wl_category category ON question.cid = category.id WHERE ( wl_answer.uid = 86 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ParseTemplate Behavior [ RunTime:0.019001s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019001s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:00:49+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run CheckRoute Behavior [ RunTime:0.002001s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002001s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT `id`,`username` FROM `wl_index_user` WHERE ( `id` = 86 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT DISTINCT  `ask_content`,`ask_time`,`answer`,wl_question.id FROM `wl_question` LEFT JOIN wl_answer on wl_question.id=wl_answer.qid WHERE ( wl_answer.uid = 86 )  [ RunTime:0.011000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.009001s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010001s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT COUNT(*) AS tp_count FROM wl_question question LEFT JOIN wl_answer answer ON question.id = answer.qid LEFT JOIN wl_category category ON question.cid = category.id WHERE ( wl_answer.uid = 86 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ParseTemplate Behavior [ RunTime:0.021001s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021001s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:01:20+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:01:21+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T13:01:21+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-07-09T13:01:21+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-07-09T13:01:21+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T13:01:21+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T13:01:21+08:00 ] /QA/index.php/Member/myanswer/id/86 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T13:01:22+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-07-09T13:01:22+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT `id`,`username` FROM `wl_index_user` WHERE ( `id` = 86 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T13:01:22+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011000s ]
[ 2016-07-09T13:01:22+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SELECT DISTINCT  `ask_content`,`ask_time`,`answer`,wl_question.id FROM `wl_question` LEFT JOIN wl_answer on wl_question.id=wl_answer.qid WHERE ( wl_answer.uid = 86 )  [ RunTime:0.011001s ]
[ 2016-07-09T13:01:22+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011001s ]
[ 2016-07-09T13:01:22+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.011001s ]
[ 2016-07-09T13:01:22+08:00 ] /QA/index.php/Member/myanswer/id/86 | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010000s ]
