[ 2016-06-24T10:21:40+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Run ParseTemplate Behavior [ RunTime:0.031200s ]
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031200s ]
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.015600s ]
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015600s ]
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Tag[ view_end ] --START--
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-06-24T10:21:41+08:00 ] /QA/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-06-24T10:32:58+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T10:32:58+08:00 ] /QA/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T10:32:58+08:00 ] /QA/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.008000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001001s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Tag[ view_template ] --START--
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Run ParseTemplate Behavior [ RunTime:0.033002s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034002s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Tag[ view_end ] --START--
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T10:33:00+08:00 ] /QA/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003001s ]
[ 2016-06-24T12:21:40+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:21:40+08:00 ] /QA/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003001s ]
[ 2016-06-24T12:21:40+08:00 ] /QA/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003001s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.013001s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.009000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.013001s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Tag[ view_template ] --START--
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Run ParseTemplate Behavior [ RunTime:0.041003s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.041003s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Run ContentReplace Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005000s ]
[ 2016-06-24T12:21:41+08:00 ] /QA/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005000s ]
[ 2016-06-24T15:09:46+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T15:09:46+08:00 ] /QA/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T15:09:46+08:00 ] /QA/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.017001s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.002001s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.016001s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.017001s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Tag[ view_template ] --START--
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Run ParseTemplate Behavior [ RunTime:0.040003s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.041003s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Tag[ view_end ] --START--
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T15:09:47+08:00 ] /QA/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T18:25:07+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T18:25:07+08:00 ] /QA/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003000s ]
[ 2016-06-24T18:25:07+08:00 ] /QA/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.016001s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001001s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.016001s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.015000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001001s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Tag[ view_template ] --START--
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Run ParseTemplate Behavior [ RunTime:0.034002s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034002s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Run TokenBuild Behavior [ RunTime:0.005000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Tag[ view_end ] --START--
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:25:08+08:00 ] /QA/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.006001s ]
[ 2016-06-24T18:31:00+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T18:31:00+08:00 ] /QA/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:31:00+08:00 ] /QA/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.012001s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.012001s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.018001s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Tag[ view_template ] --START--
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Run ParseTemplate Behavior [ RunTime:0.041002s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.041002s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Run TokenBuild Behavior [ RunTime:0.001001s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006001s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Tag[ view_end ] --START--
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T18:31:01+08:00 ] /QA/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-24T18:34:19+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T18:34:19+08:00 ] /QA/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003001s ]
[ 2016-06-24T18:34:19+08:00 ] /QA/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004001s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.009001s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010001s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | INFO: Tag[ view_template ] --START--
[ 2016-06-24T18:34:20+08:00 ] /QA/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T18:34:20+08:00 ] /QA/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Run ParseTemplate Behavior [ RunTime:0.036002s ]
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.036002s ]
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002001s ]
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008001s ]
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Tag[ view_end ] --START--
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003000s ]
[ 2016-06-24T18:34:21+08:00 ] /QA/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T18:34:24+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T18:34:24+08:00 ] /QA/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-06-24T18:34:24+08:00 ] /QA/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002001s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-24T18:34:25+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011000s ]
